DateOfReport,ReportID,ProductReference,SupplierName,GarmentType,Material,Weight,ProposedUnitsPerCarton,ProposedFoldingMethod,ProposedLayout,PackagingQuality,Size,Collection
2023-11-01,RPT0204294,PRD00004,SupplierA,Skirt,Polyester,0.25,26.0,Method2,LayoutB,Good,L,Winter
2023-11-01,RPT0324030,PRD00014,SupplierE,Pants,Cotton,0.42,26.0,Method1,LayoutC,Good,M,Winter
2023-11-01,RPT0389841,PRD00009,SupplierH,Skirt,Linen,0.23,21.0,Method3,LayoutB,Good,L,Summer
2023-11-02,RPT0031294,PRD00031,SupplierF,Skirt,Cotton,0.32,25.0,Method1,LayoutB,Bad,L,Summer
2023-11-02,RPT0125968,PRD00001,SupplierA,Jacket,Cotton,0.84,10.0,Method2,LayoutD,Good,L,Summer
2023-11-02,RPT0222022,PRD00029,SupplierB,Skirt,Wool,0.32,23.0,Method3,LayoutC,Good,S,Summer
2023-11-02,RPT0257986,PRD00016,SupplierG,Shirt,Cotton,0.2,23.0,Method2,LayoutB,Good,L,Spring
2023-11-02,RPT0333283,PRD00011,SupplierA,Shirt,Silk,0.15,44.0,Method3,LayoutB,Good,M,Summer
2023-11-03,RPT0100995,PRD00030,SupplierA,Shirt,Wool,0.26,31.0,Method3,LayoutB,Good,S,Winter
2023-11-03,RPT0285287,PRD00025,SupplierF,Dress,Wool,0.72,14.0,Method3,LayoutC,Good,M,Autumn
2023-11-03,RPT0417578,PRD00023,SupplierA,Pants,Silk,0.28,26.0,Method3,LayoutC,Bad,M,Summer
2023-11-03,RPT0438253,PRD00013,SupplierG,T-Shirt,Silk,0.1,48.0,Method3,LayoutA,Bad,S,Summer
2023-11-04,RPT0004007,PRD00003,SupplierA,Sweater,Cotton,0.85,17.0,Method2,LayoutC,Good,M,Spring
2023-11-05,RPT0227656,PRD00034,SupplierE,Shorts,Silk,0.23,27.0,Method3,LayoutB,Good,M,Summer
2023-11-05,RPT0361681,PRD00026,SupplierE,T-Shirt,Cotton,0.15,41.0,Method2,LayoutB,Good,M,Autumn
2023-11-06,RPT0041423,PRD00032,SupplierC,Shirt,Denim,0.3,33.0,Method2,LayoutC,Good,S,Summer
2023-11-06,RPT0101110,PRD00012,SupplierD,Shorts,Wool,0.33,27.0,Method3,LayoutC,Good,XS,Summer
2023-11-07,RPT0060244,PRD00024,SupplierF,Jacket,Cotton,0.73,18.0,Method2,LayoutC,Good,L,Summer
2023-11-07,RPT0116374,PRD00008,SupplierD,T-Shirt,Polyester,0.13,37.0,Method1,LayoutA,Bad,S,Spring
2023-11-07,RPT0159631,PRD00022,SupplierB,Shirt,Cotton,0.16,45.0,Method1,LayoutA,Good,M,Autumn
2023-11-08,RPT0188083,PRD00012,SupplierC,Shorts,Wool,0.33,32.0,Method3,LayoutC,Good,XS,Summer
2023-11-08,RPT0281065,PRD00002,SupplierH,Shorts,Cotton,0.35,23.0,Method2,LayoutC,Bad,S,Summer
2023-11-08,RPT0443147,PRD00016,SupplierD,Shirt,Cotton,0.2,30.0,Method2,LayoutA,Good,L,Spring
2023-11-08,RPT0461410,PRD00014,SupplierH,Pants,Cotton,0.42,27.0,Method1,LayoutB,Bad,M,Winter
2023-11-09,RPT0072857,PRD00004,SupplierA,Skirt,Polyester,0.25,20.0,Method1,LayoutB,Good,L,Winter
2023-11-09,RPT0162859,PRD00033,SupplierD,Shirt,Silk,0.14,41.0,Method3,LayoutA,Good,L,Winter
2023-11-09,RPT0272613,PRD00001,SupplierA,Jacket,Cotton,0.84,18.0,Method1,LayoutC,Good,L,Summer
2023-11-09,RPT0443955,PRD00005,SupplierA,Shirt,Polyester,0.16,30.0,Method1,LayoutA,Good,M,Spring
2023-11-10,RPT0196906,PRD00005,SupplierC,Shirt,Polyester,0.16,31.0,Method2,LayoutA,Good,M,Spring
2023-11-10,RPT0407562,PRD00032,SupplierA,Shirt,Denim,0.3,20.0,Method2,LayoutC,Good,S,Summer
2023-11-12,RPT0440936,PRD00005,SupplierB,Shirt,Polyester,0.16,30.0,Method2,LayoutB,Good,M,Spring
2023-11-12,RPT0481994,PRD00030,SupplierA,Shirt,Wool,0.26,21.0,Method3,LayoutC,Good,S,Winter
2023-11-13,RPT0012190,PRD00034,SupplierA,Shorts,Silk,0.23,20.0,Method3,LayoutF,Good,M,Summer
2023-11-13,RPT0025283,PRD00027,SupplierC,Shirt,Silk,0.11,37.0,Method3,LayoutA,bad,S,Summer
2023-11-13,RPT0037323,PRD00006,SupplierD,Shirt,Silk,0.16,33.0,Method3,LayoutB,Good,L,Summer
2023-11-13,RPT0040166,PRD00034,SupplierC,Shorts,Silk,0.23,21.0,Method3,LayoutB,Good,M,Summer
2023-11-13,RPT0203343,PRD00016,SupplierB,Shirt,Cotton,0.2,34.0,Method2,LayoutA,Good,L,Spring
2023-11-13,RPT0255944,PRD00034,SupplierB,Shorts,Silk,0.23,27.0,Method3,LayoutA,Good,M,Summer
2023-11-13,RPT0272529,PRD00021,SupplierC,Suit,Cotton,1.11,8.0,Method1,LayoutD,Good,M,Spring
2023-11-13,RPT0430778,PRD00027,SupplierA,Shirt,Silk,0.11,41.0,Method3,LayoutA,Bad,S,Summer
2023-11-13,RPT0459065,PRD00030,SupplierA,Shirt,Wool,0.26,21.0,Method3,LayoutB,Good,S,Winter
2023-11-13,RPT0462906,PRD00028,SupplierA,Dress,Silk,0.37,23.0,Method3,LayoutC,Good,XS,Winter
2023-11-14,RPT0067651,PRD00028,SupplierG,Dress,Silk,0.37,29.0,Method3,LayoutC,Good,XS,Winter
2023-11-14,RPT0097164,PRD00033,SupplierB,Shirt,Silk,0.14,32.0,Method3,LayoutB,Bad,L,Winter
2023-11-14,RPT0448674,PRD00024,SupplierD,Jacket,Cotton,0.73,15.0,Method1,LayoutD,Good,L,Summer
2023-11-14,RPT0457682,PRD00017,SupplierB,Pants,Cotton,0.37,33.0,Method1,LayoutB,Bad,L,Summer
2023-11-15,RPT0001599,PRD00002,SupplierB,Shorts,Cotton,0.35,25.0,Method2,LayoutB,Good,S,Summer
2023-11-15,RPT0090394,PRD00015,SupplierD,Shirt,Polyester,0.12,43.0,Method1,LayoutA,Good,M,Summer
2023-11-15,RPT0117003,PRD00007,SupplierD,Shirt,Cotton,0.22,30.0,Method1,LayoutA,Good,XL,Winter
2023-11-16,RPT0160512,PRD00024,SupplierD,Jacket,Cotton,0.73,10.0,Method1,LayoutD,GOOD,L,Summer
2023-11-16,RPT0390524,PRD00018,SupplierB,Dress,Cotton,0.46,32.0,Method1,LayoutC,Good,XL,Winter
2023-11-16,RPT0459036,PRD00025,SupplierF,Dress,Wool,0.72,13.0,Method3,LayoutC,Good,M,Autumn
2023-11-17,RPT0086074,PRD00020,SupplierB,Pants,Cotton,0.34,32.0,Method1,LayoutC,Good,S,Spring
2023-11-17,RPT0324205,PRD00032,SupplierA,Shirt,Denim,0.3,25.0,Method2,LayoutF,Good,S,Summer
2023-11-17,RPT0410181,PRD00004,SupplierE,Skirt,Polyester,0.25,30.0,Method1,LayoutB,Good,L,Winter
2023-11-18,RPT0045193,PRD00028,SupplierA,Dress,Silk,0.37,27.0,Method3,LayoutB,Good,XS,Winter
2023-11-18,RPT0370850,PRD00022,SupplierB,Shirt,Cotton,0.16,43.0,Method2,LayoutB,Good,M,Autumn
2023-11-19,RPT0008573,PRD00013,SupplierF,T-Shirt,Silk,0.1,33.0,Method3,LayoutB,Good,S,Summer
2023-11-19,RPT0209902,PRD00028,SupplierA,Dress,Silk,0.37,24.0,Method3,LayoutB,Good,XS,Winter
2023-11-19,RPT0306860,PRD00029,SupplierD,Skirt,Wool,0.32,30.0,Method3,LayoutC,Bad,S,Summer
2023-11-19,RPT0325489,PRD00029,SupplierA,Skirt,Wool,0.32,28.0,Method3,LayoutB,Bad,S,Summer
2023-11-20,RPT0482350,PRD00021,SupplierA,Suit,Cotton,1.11,4.0,Method2,LayoutD,Good,M,Spring
2023-11-21,RPT0264674,PRD00015,SupplierA,Shirt,Polyester,0.12,33.0,Method1,LayoutA,Good,M,Summer
2023-11-21,RPT0464420,PRD00029,SupplierD,Skirt,Wool,0.32,30.0,Method3,LayoutC,Good,S,Summer
2023-11-22,RPT0133281,PRD00025,SupplierB,Dress,Wool,0.72,13.0,Method3,LayoutD,Good,M,Autumn
2023-11-23,RPT0207563,PRD00002,SupplierB,Shorts,Cotton,0.35,34.0,Method1,LayoutB,Bad,S,Summer
2023-11-23,RPT0357259,PRD00003,SupplierB,Sweater,Cotton,0.85,17.0,Method1,LayoutD,Good,M,Spring
2023-11-24,RPT0030110,PRD00011,SupplierA,Shirt,Silk,0.15,47.0,Method3,LayoutA,Good,M,Summer
2023-11-25,RPT0134681,PRD00025,SupplierA,Dress,Wool,0.72,16.0,Method3,LayoutD,Good,M,Autumn
2023-11-25,RPT0147329,PRD00006,SupplierG,Shirt,Silk,0.16,47.0,Method3,LayoutB,Bad,L,Summer
2023-11-25,RPT0239813,PRD00002,SupplierC,Shorts,Cotton,0.35,24.0,Method2,LayoutB,Good,S,Summer
2023-11-25,RPT0257109,PRD00013,SupplierB,T-Shirt,Silk,0.1,49.0,Method3,LayoutA,Bad,S,Summer
2023-11-25,RPT0263305,PRD00023,SupplierH,Pants,Silk,0.28,20.0,Method3,LayoutB,Good,M,Summer
2023-11-25,RPT0302869,PRD00004,SupplierB,Skirt,Polyester,0.25,26.0,Method2,LayoutB,Good,L,Winter
2023-11-25,RPT0363462,PRD00019,SupplierA,Jacket,Cotton,0.76,11.0,Method2,LayoutC,Good,M,Summer
2023-11-25,RPT0388837,PRD00020,SupplierE,Pants,Cotton,0.34,30.0,Method2,LayoutC,Bad,S,Spring
2023-11-26,RPT0148915,PRD00031,SupplierB,Skirt,Cotton,0.32,22.0,Method2,LayoutB,Good,L,Summer
2023-11-26,RPT0201748,PRD00015,SupplierB,Shirt,Polyester,0.12,34.0,Method1,LayoutA,Good,M,Summer
2023-11-27,RPT0049199,PRD00023,SupplierH,Pants,Silk,0.28,23.0,Method3,LayoutC,Good,M,Summer
2023-11-27,RPT0192558,PRD00022,SupplierA,Shirt,Cotton,0.16,36.0,Method2,LayoutB,Good,M,Autumn
2023-11-27,RPT0406124,PRD00008,SupplierB,T-Shirt,Polyester,0.13,43.0,Method1,LayoutB,Good,S,Spring
2023-11-27,RPT0406952,PRD00001,SupplierB,Jacket,Cotton,0.84,16.0,Method1,LayoutC,Bad,L,Summer
2023-11-27,RPT0464599,PRD00033,SupplierB,Shirt,Silk,0.14,30.0,Method3,LayoutB,Good,L,Winter
2023-11-28,RPT0043964,PRD00033,SupplierC,Shirt,Silk,0.14,42.0,Method3,LayoutA,Good,L,Winter
2023-11-28,RPT0087449,PRD00031,SupplierE,Skirt,Cotton,0.32,25.0,Method1,LayoutB,Good,L,Summer
2023-11-28,RPT0335155,PRD00034,SupplierA,Shorts,Silk,0.23,27.0,Method3,LayoutB,Good,M,Summer
2023-11-29,RPT0015330,PRD00020,SupplierC,Pants,Cotton,0.34,27.0,Method1,LayoutC,Good,S,Spring
2023-11-29,RPT0416894,PRD00016,SupplierA,Shirt,Cotton,0.2,21.0,Method1,LayoutB,Good,L,Spring
2023-11-29,RPT0449690,PRD00021,SupplierB,Suit,Cotton,1.11,4.0,Method2,LayoutE,Good,M,Spring
2023-11-30,RPT0023140,PRD00013,SupplierE,T-Shirt,Silk,0.1,32.0,Method3,LayoutB,Good,S,Summer
2023-11-30,RPT0039004,PRD00003,SupplierE,Sweater,Cotton,0.85,10.0,Method1,LayoutC,Good,M,Spring
2023-11-30,RPT0108878,PRD00033,SupplierE,Shirt,Silk,0.14,43.0,Method3,LayoutB,Good,L,Winter
2023-11-30,RPT0200732,PRD00004,SupplierA,Skirt,Polyester,0.25,20.0,Method2,LayoutB,Good,L,Winter
2023-11-30,RPT0492880,PRD00009,SupplierB,Skirt,Linen,0.23,30.0,Method3,LayoutB,Good,L,Summer
2023-12-01,RPT0165502,PRD00015,SupplierF,Shirt,Polyester,0.12,41.0,Method2,LayoutB,Good,M,Summer
2023-12-01,RPT0293726,PRD00024,SupplierD,Jacket,Cotton,0.73,17.0,Method2,LayoutC,Good,L,Summer
2023-12-01,RPT0350048,PRD00024,SupplierB,Jacket,Cotton,0.73,12.0,Method1,LayoutD,Good,L,Summer
2023-12-01,RPT0375975,PRD00029,SupplierA,Skirt,Wool,0.32,27.0,Method3,LayoutB,Good,S,Summer
2023-12-01,RPT0398643,PRD00005,SupplierA,Shirt,Polyester,0.16,34.0,Method2,LayoutA,Good,M,Spring
2023-12-01,RPT0434100,PRD00017,SupplierA,Pants,Cotton,0.37,27.0,Method1,LayoutC,Good,L,Summer
2023-12-02,RPT0128392,PRD00034,SupplierD,Shorts,Silk,0.23,22.0,Method3,LayoutB,Good,M,Summer
2023-12-02,RPT0129337,PRD00017,SupplierA,Pants,Cotton,0.37,21.0,Method2,LayoutB,Good,L,Summer
2023-12-02,RPT0219100,PRD00020,SupplierG,Pants,Cotton,0.34,27.0,Method2,LayoutB,Bad,S,Spring
2023-12-02,RPT0497487,PRD00001,SupplierG,Jacket,Cotton,0.84,16.0,Method2,LayoutA,Bad,L,Summer
2023-12-03,RPT0039018,PRD00023,SupplierE,Pants,Silk,0.28,27.0,Method3,LayoutC,Good,M,Summer
2023-12-03,RPT0322705,PRD00008,SupplierC,T-Shirt,Polyester,0.13,34.0,Method1,LayoutB,Good,S,Spring
2023-12-04,RPT0008079,PRD00023,SupplierC,Pants,Silk,0.28,22.0,Method3,LayoutB,Good,M,Summer
2023-12-04,RPT0225053,PRD00006,SupplierC,Shirt,Silk,0.16,46.0,Method3,LayoutA,Good,L,Summer
2023-12-05,RPT0289978,PRD00020,SupplierC,Pants,Cotton,0.34,21.0,Method2,LayoutC,Bad,S,Spring
2023-12-05,RPT0380200,PRD00027,SupplierD,Shirt,Silk,0.11,48.0,Method3,LayoutB,Good,S,Summer
2023-12-05,RPT0428882,PRD00030,SupplierB,Shirt,Wool,0.26,33.0,Method3,LayoutB,Good,S,Winter
2023-12-05,RPT0482341,PRD00007,SupplierE,Shirt,Cotton,0.22,34.0,Method2,LayoutA,Good,XL,Winter
2023-12-06,RPT0072494,PRD00008,SupplierA,T-Shirt,Polyester,0.13,44.0,Method1,LayoutA,Good,S,Spring
2023-12-07,RPT0131906,PRD00007,SupplierA,Shirt,Cotton,0.22,22.0,Method2,LayoutA,Good,XL,Winter
2023-12-07,RPT0157376,PRD00007,SupplierG,Shirt,Cotton,0.22,22.0,Method2,LayoutA,Good,XL,Winter
2023-12-07,RPT0159830,PRD00027,SupplierE,Shirt,Silk,0.11,49.0,Method3,LayoutB,Good,S,Summer
2023-12-07,RPT0198417,PRD00018,SupplierD,Dress,Cotton,0.46,30.0,Method1,LayoutB,Good,XL,Winter
2023-12-07,RPT0358170,PRD00016,SupplierC,Shirt,Cotton,0.2,24.0,Method1,LayoutB,Bad,L,Spring
2023-12-07,RPT0425079,PRD00022,SupplierB,Shirt,Cotton,0.16,46.0,Method1,LayoutA,Good,M,Autumn
2023-12-08,RPT0043442,PRD00014,SupplierC,Pants,Cotton,0.42,27.0,Method1,LayoutB,Bad,M,Winter
2023-12-08,RPT0083033,PRD00004,SupplierA,Skirt,Polyester,0.25,26.0,Method1,LayoutB,Good,L,Winter
2023-12-08,RPT0107415,PRD00030,SupplierB,Shirt,Wool,0.26,22.0,Method3,LayoutB,Good,S,Winter
2023-12-08,RPT0415997,PRD00016,SupplierD,Shirt,Cotton,0.2,20.0,Method2,LayoutB,Good,L,Spring
2023-12-09,RPT0220828,PRD00012,SupplierC,Shorts,Wool,0.33,20.0,Method3,LayoutB,Bad,XS,Summer
2023-12-09,RPT0343164,PRD00029,SupplierA,Skirt,Wool,0.32,33.0,Method3,LayoutC,Good,S,Summer
2023-12-09,RPT0437863,PRD00007,SupplierB,Shirt,Cotton,0.22,30.0,Method2,LayoutB,Good,XL,Winter
2023-12-10,RPT0102929,PRD00018,SupplierG,Dress,Cotton,0.46,25.0,Method2,LayoutC,Good,XL,Winter
2023-12-10,RPT0312401,PRD00031,SupplierG,Skirt,Cotton,0.32,32.0,Method1,LayoutC,Good,L,Summer
2023-12-10,RPT0439697,PRD00027,SupplierF,Shirt,Silk,0.11,3.0,Method3,LayoutA,Good,S,Summer
2023-12-11,RPT0017360,PRD00028,SupplierD,Dress,Silk,0.37,26.0,Method3,LayoutB,Bad,XS,Winter
2023-12-11,RPT0374542,PRD00030,SupplierA,Shirt,Wool,0.26,30.0,Method3,LayoutB,Bad,S,Winter
2023-12-11,RPT0427145,PRD00010,SupplierC,Coat,Linen,1.51,6.0,Method2,LayoutE,Good,S,Summer
2023-12-12,RPT0061738,PRD00023,SupplierA,Pants,Silk,0.28,28.0,Method3,LayoutB,Good,M,Summer
2023-12-12,RPT0497637,PRD00007,SupplierB,Shirt,Cotton,0.22,30.0,Method1,LayoutA,Good,XL,Winter
2023-12-13,RPT0177069,PRD00023,SupplierB,Pants,Silk,0.28,26.0,Method3,LayoutB,Good,M,Summer
2023-12-13,RPT0347453,PRD00019,SupplierD,Jacket,Cotton,0.76,16.0,Method2,LayoutC,Good,M,Summer
2023-12-14,RPT0040505,PRD00028,SupplierA,Dress,Silk,0.37,31.0,Method3,LayoutB,Good,XS,Winter
2023-12-14,RPT0156461,PRD00031,SupplierB,Skirt,Cotton,0.32,34.0,Method1,LayoutC,Good,L,Summer
2023-12-14,RPT0330191,PRD00022,SupplierC,Shirt,Cotton,0.16,49.0,Method1,LayoutA,Good,M,Autumn
2023-12-14,RPT0338794,PRD00030,SupplierB,Shirt,Wool,0.26,31.0,Method3,LayoutC,Good,S,Winter
2023-12-15,RPT0153471,PRD00016,SupplierB,Shirt,Cotton,0.2,34.0,Method1,LayoutA,Good,L,Spring
2023-12-15,RPT0281382,PRD00027,SupplierC,Shirt,Silk,0.11,47.0,Method3,LayoutA,Good,S,Summer
2023-12-15,RPT0458357,PRD00023,SupplierA,Pants,Silk,0.28,28.0,Method1,LayoutB,Good,M,Summer
2023-12-16,RPT0030512,PRD00028,SupplierD,Dress,Silk,0.37,32.0,Method3,LayoutB,Good,XS,Winter
2023-12-16,RPT0281528,PRD00018,SupplierA,Dress,Cotton,0.46,23.0,Method2,LayoutC,Good,XL,Winter
2023-12-17,RPT0281017,PRD00018,SupplierB,Dress,Cotton,0.46,22.0,Method1,LayoutB,Good,XL,Winter
2023-12-17,RPT0386075,PRD00018,SupplierB,Dress,Cotton,0.46,20.0,Method1,LayoutB,Good,XL,Winter
2023-12-18,RPT0033196,PRD00012,SupplierB,Shorts,Wool,0.33,31.0,Method3,LayoutB,Good,XS,Summer
2023-12-18,RPT0149119,PRD00019,SupplierB,Jacket,Cotton,0.76,16.0,Method2,LayoutD,Good,M,Summer
2023-12-18,RPT0351085,PRD00011,SupplierE,Shirt,Silk,0.15,34.0,Method3,LayoutB,Bad,M,Summer
2023-12-18,RPT0423415,PRD00005,SupplierA,Shirt,Polyester,0.16,32.0,Method1,LayoutB,Good,M,Spring
2023-12-19,RPT0088925,PRD00003,SupplierB,Sweater,Cotton,0.85,16.0,Method2,LayoutD,Good,M,Spring
2023-12-19,RPT0253745,PRD00018,SupplierG,Dress,Cotton,0.46,28.0,Method2,LayoutB,Good,XL,Winter
2023-12-20,RPT0012275,PRD00021,SupplierA,Suit,Cotton,1.11,5.0,Method2,LayoutE,Bad,M,Spring
2023-12-20,RPT0243215,PRD00011,SupplierC,Shirt,Silk,0.15,43.0,Method3,LayoutA,Good,M,Summer
2023-12-21,RPT0221046,PRD00011,SupplierG,Shirt,Silk,0.15,39.0,Method3,LayoutB,Good,M,Summer
2023-12-21,RPT0251244,PRD00026,SupplierA,T-Shirt,Cotton,0.15,42.0,Method2,LayoutA,Good,M,Autumn
2023-12-21,RPT0482725,PRD00021,SupplierB,Suit,Cotton,1.11,5.0,Method1,LayoutE,Good,M,Spring
2023-12-22,RPT0057225,PRD00013,SupplierC,T-Shirt,Silk,0.1,32.0,Method3,LayoutB,Bad,S,Summer
2023-12-22,RPT0090173,PRD00028,SupplierA,Dress,Silk,0.37,23.0,Method3,LayoutB,Good,XS,Winter
2023-12-22,RPT0092313,PRD00029,SupplierA,Skirt,Wool,0.32,33.0,Method3,LayoutC,Good,S,Summer
2023-12-22,RPT0168930,PRD00023,SupplierA,Pants,Silk,0.28,28.0,Method3,LayoutB,Good,M,Summer
2023-12-22,RPT0231689,PRD00030,SupplierG,Shirt,Wool,0.26,33.0,Method3,LayoutB,Good,S,Winter
2023-12-23,RPT0079271,PRD00023,SupplierA,Pants,Silk,0.28,33.0,Method3,LayoutC,Bad,M,Summer
2023-12-23,RPT0140530,PRD00017,SupplierA,Pants,Cotton,0.37,26.0,Method2,LayoutB,Good,L,Summer
2023-12-23,RPT0413808,PRD00001,SupplierB,Jacket,Cotton,0.84,15.0,Method1,LayoutC,Bad,L,Summer
2023-12-24,RPT0012709,PRD00006,SupplierA,Shirt,Silk,0.16,42.0,Method3,LayoutA,Good,L,Summer
2023-12-24,RPT0129136,PRD00020,SupplierB,Pants,Cotton,0.34,20.0,Method2,LayoutC,Good,S,Spring
2023-12-24,RPT0427169,PRD00027,SupplierC,Shirt,Silk,0.11,36.0,Method3,LayoutA,Bad,S,Summer
2023-12-25,RPT0201045,PRD00015,SupplierA,Shirt,Polyester,0.12,38.0,Method1,LayoutB,Good,M,Summer
2023-12-25,RPT0486061,PRD00022,SupplierD,Shirt,Cotton,0.16,33.0,Method2,LayoutB,Good,M,Autumn
2023-12-26,RPT0343006,PRD00025,SupplierF,Dress,Wool,0.72,16.0,Method3,LayoutD,Bad,M,Autumn
2023-12-26,RPT0424991,PRD00025,SupplierB,Dress,Wool,0.72,15.0,Method3,LayoutD,Good,M,Autumn
2023-12-26,RPT0476574,PRD00008,SupplierC,T-Shirt,Polyester,0.13,41.0,Method1,LayoutA,Good,S,Spring
2023-12-27,RPT0349552,PRD00020,SupplierG,Pants,Cotton,0.34,27.0,Method1,LayoutB,Good,S,Spring
2023-12-27,RPT0382359,PRD00017,SupplierA,Pants,Cotton,0.37,34.0,Method1,LayoutB,Good,L,Summer
2023-12-27,RPT0450344,PRD00007,SupplierF,Shirt,Cotton,0.22,28.0,Method1,LayoutB,Good,XL,Winter
2023-12-28,RPT0124139,PRD00022,SupplierG,Shirt,Cotton,0.16,31.0,Method1,LayoutA,Good,M,Autumn
2023-12-28,RPT0141993,PRD00022,SupplierB,Shirt,Cotton,0.16,31.0,Method1,LayoutA,Bad,M,Autumn
2023-12-28,RPT0243041,PRD00018,SupplierE,Dress,Cotton,0.46,26.0,Method2,LayoutB,Good,XL,Winter
2023-12-28,RPT0300144,PRD00019,SupplierA,Jacket,Cotton,0.76,11.0,Method1,LayoutC,Good,M,Summer
2023-12-29,RPT0146997,PRD00014,SupplierB,Pants,Cotton,0.42,32.0,Method1,LayoutC,Good,M,Winter
2023-12-29,RPT0218372,PRD00020,SupplierE,Pants,Cotton,0.34,22.0,Method2,LayoutC,Good,S,Spring
2023-12-29,RPT0254807,PRD00027,SupplierF,Shirt,Silk,0.11,40.0,Method3,LayoutA,Good,S,Summer
2023-12-30,RPT0003092,PRD00025,SupplierD,Dress,Wool,0.72,19.0,Method3,LayoutC,Good,M,Autumn
2023-12-30,RPT0146867,PRD00006,SupplierD,Shirt,Silk,0.16,48.0,Method3,LayoutB,Bad,L,Summer
2023-12-30,RPT0237490,PRD00012,SupplierC,Shorts,Wool,0.33,25.0,Method3,LayoutB,Good,XS,Summer
2023-12-30,RPT0394925,PRD00003,SupplierC,Sweater,Cotton,0.85,15.0,Method1,LayoutD,Good,M,Spring
2023-12-31,RPT0336084,PRD00016,SupplierB,Shirt,Cotton,0.2,26.0,Method1,LayoutB,Good,L,Spring
2024-01-01,RPT0489115,PRD00016,SupplierB,Shirt,Cotton,0.2,28.0,Method2,LayoutB,Good,L,Spring
2024-01-02,RPT0071842,PRD00001,SupplierB,Jacket,Cotton,0.84,14.0,Method2,LayoutC,Bad,L,Summer
2024-01-02,RPT0138263,PRD00011,SupplierA,Shirt,Silk,0.15,45.0,Method3,LayoutA,Good,M,Summer
2024-01-02,RPT0261618,PRD00016,SupplierB,Shirt,Cotton,0.2,31.0,Method1,LayoutA,Good,L,Spring
2024-01-02,RPT0316833,PRD00015,SupplierA,Shirt,Polyester,0.12,35.0,Method2,LayoutB,Good,M,Summer
2024-01-03,RPT0046262,PRD00008,SupplierA,T-Shirt,Polyester,0.13,45.0,Method2,LayoutA,bad,S,Spring
2024-01-03,RPT0392688,PRD00020,SupplierC,Pants,Cotton,0.34,31.0,Method1,LayoutB,Bad,S,Spring
2024-01-03,RPT0456673,PRD00015,SupplierC,Shirt,Polyester,0.12,46.0,Method2,LayoutA,Bad,M,Summer
2024-01-04,RPT0123313,PRD00011,SupplierC,Shirt,Silk,0.15,31.0,Method3,LayoutB,Good,M,Summer
2024-01-04,RPT0388212,PRD00008,SupplierF,T-Shirt,Polyester,0.13,46.0,Method1,LayoutB,Bad,S,Spring
2024-01-04,RPT0473575,PRD00005,SupplierC,Shirt,Polyester,0.16,33.0,Method1,LayoutF,Good,M,Spring
2024-01-05,RPT0258423,PRD00007,SupplierB,Shirt,Cotton,0.22,33.0,Method2,LayoutB,Good,XL,Winter
2024-01-05,RPT0412302,PRD00023,SupplierB,Pants,Silk,0.28,32.0,Method3,LayoutC,Good,M,Summer
2024-01-06,RPT0240896,PRD00003,SupplierA,Sweater,Cotton,0.85,19.0,Method1,LayoutD,Good,M,Spring
2024-01-06,RPT0400685,PRD00014,SupplierE,Pants,Cotton,0.42,22.0,Method1,LayoutC,Bad,M,Winter
2024-01-07,RPT0023818,PRD00025,SupplierC,Dress,Wool,0.72,19.0,Method3,LayoutG,Good,M,Autumn
2024-01-07,RPT0191205,PRD00023,SupplierA,Pants,Silk,0.28,22.0,Method3,LayoutC,Good,M,Summer
2024-01-07,RPT0402368,PRD00034,SupplierG,Shorts,Silk,0.23,31.0,Method3,LayoutB,Good,M,Summer
2024-01-07,RPT0458713,PRD00020,SupplierA,Pants,Cotton,0.34,28.0,Method1,LayoutC,Good,S,Spring
2024-01-08,RPT0209599,PRD00028,SupplierB,Dress,Silk,0.37,20.0,Method3,LayoutB,Good,XS,Winter
2024-01-08,RPT0269160,PRD00010,SupplierA,Coat,Linen,1.51,9.0,Method2,LayoutE,Good,S,Summer
2024-01-08,RPT0480294,PRD00008,SupplierC,T-Shirt,Polyester,0.13,49.0,Method1,LayoutB,Good,S,Spring
2024-01-09,RPT0381299,PRD00003,SupplierD,Sweater,Cotton,0.85,16.0,Method2,LayoutD,Good,M,Spring
2024-01-09,RPT0408438,PRD00002,SupplierF,Shorts,Cotton,0.35,30.0,Method2,LayoutC,Bad,S,Summer
2024-01-09,RPT0456443,PRD00032,SupplierB,Shirt,Denim,0.3,21.0,Method2,LayoutB,Good,S,Summer
2024-01-11,RPT0286311,PRD00007,SupplierE,Shirt,Cotton,0.22,30.0,Method1,LayoutB,Good,XL,Winter
2024-01-12,RPT0130536,PRD00029,SupplierF,Skirt,Wool,0.32,27.0,Method3,LayoutB,Good,S,Summer
2024-01-12,RPT0315028,PRD00028,SupplierG,Dress,Silk,0.37,33.0,Method3,LayoutB,Good,XS,Winter
2024-01-12,RPT0342059,PRD00004,SupplierF,Skirt,Polyester,0.25,31.0,Method1,LayoutC,Good,L,Winter
2024-01-12,RPT0480002,PRD00016,SupplierA,Shirt,Cotton,0.2,34.0,Method2,LayoutB,Good,L,Spring
2024-01-13,RPT0068859,PRD00001,SupplierC,Jacket,Cotton,0.84,14.0,Method2,LayoutC,Bad,L,Summer
2024-01-13,RPT0375138,PRD00023,SupplierA,Pants,Silk,0.28,29.0,Method3,LayoutC,Good,M,Summer
