ProductReference,SupplierName,ProposedLayout,ProposedFoldingMethod,ProposedUnitsPerCarton,ProductName,GarmentType,Material,Size,Collection,Weight
PRD00259,SupplierD,LayoutA,Method3,38.0,Skirt Silk M,Skirt,Silk,M,Autumn,0.19
PRD00258,SupplierC,LayoutD,Method1,6.0,Coat Polyester XL,Coat,Polyester,XL,Spring,1.25
PRD00257,SupplierH,LayoutC,Method1,30.0,Shorts Polyester S,Shorts,Polyester,S,Spring,0.27
PRD00256,SupplierB,LayoutB,Method1,21.0,Skirt Cotton L,Skirt,Cotton,L,Spring,0.26
PRD00255,SupplierC,LayoutC,Method2,26.0,Shirt Denim M,Shirt,Denim,M,Summer,0.27
PRD00254,SupplierC,LayoutB,Method2,26.0,Pants Polyester M,Pants,Polyester,M,Summer,0.32
PRD00253,SupplierH,LayoutA,Method2,30.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Summer,0.14
PRD00252,SupplierC,LayoutD,Method2,13.0,Jacket Cotton M,Jacket,Cotton,M,Winter,0.82
PRD00251,SupplierB,LayoutB,Method3,31.0,Pants Wool L,Pants,Wool,L,Autumn,0.43
PRD00269,SupplierD,LayoutD,Method1,13.0,Jacket Cotton M,Jacket,Cotton,M,Summer,0.86
PRD00268,SupplierE,LayoutE,Method1,8.0,Coat Cotton M,Coat,Cotton,M,Summer,1.46
PRD00267,SupplierH,LayoutD,Method1,8.0,Coat Polyester M,Coat,Polyester,M,Spring,1.24
PRD00266,SupplierF,LayoutD,Method2,15.0,Sweater Cotton S,Sweater,Cotton,S,Winter,0.75
PRD00265,SupplierC,LayoutB,Method3,27.0,Blouse Linen S,Blouse,Linen,S,Summer,0.24
PRD00264,SupplierB,LayoutC,Method2,13.0,Dress Denim XL,Dress,Denim,XL,Summer,0.6
PRD00263,SupplierE,LayoutA,Method3,30.0,Shirt Wool M,Shirt,Wool,M,Summer,0.22
PRD00262,SupplierC,LayoutE,Method3,6.0,Hoodie Wool L,Hoodie,Wool,L,Winter,1.12
PRD00261,SupplierB,LayoutD,Method3,4.0,Suit Wool L,Suit,Wool,L,Spring,1.38
PRD00260,SupplierG,LayoutB,Method1,42.0,Shirt Cotton M,Shirt,Cotton,M,Autumn,0.19
PRD00281,SupplierB,LayoutB,Method2,25.0,Blouse Polyester S,Blouse,Polyester,S,Winter,0.2
PRD00280,SupplierB,LayoutA,Method1,37.0,T-Shirt Polyester XS,T-Shirt,Polyester,XS,Winter,0.13
PRD00279,SupplierA,LayoutE,Method1,6.0,Coat Cotton L,Coat,Cotton,L,Summer,1.36
PRD00278,SupplierA,LayoutD,Method2,19.0,Suit Linen M,Suit,Linen,M,Spring,0.92
PRD00277,SupplierB,LayoutA,Method1,30.0,T-Shirt Polyester M,T-Shirt,Polyester,M,Summer,0.12
PRD00276,SupplierH,LayoutB,Method1,22.0,Dress Polyester M,Dress,Polyester,M,Spring,0.4
PRD00275,SupplierC,LayoutC,Method3,31.0,Dress Silk L,Dress,Silk,L,Winter,0.35
PRD00274,SupplierE,LayoutA,Method2,21.0,Blouse Cotton XL,Blouse,Cotton,XL,Summer,0.23
PRD00273,SupplierF,LayoutA,Method2,22.0,T-Shirt Denim M,T-Shirt,Denim,M,Summer,0.2
PRD00272,SupplierC,LayoutA,Method2,42.0,T-Shirt Polyester L,T-Shirt,Polyester,L,Summer,0.14
PRD00271,SupplierC,LayoutA,Method2,49.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Spring,0.14
PRD00270,SupplierA,LayoutC,Method1,27.0,Pants Polyester M,Pants,Polyester,M,Spring,0.31
PRD00291,SupplierD,LayoutB,Method1,45.0,Shirt Polyester L,Shirt,Polyester,L,Summer,0.15
PRD00290,SupplierC,LayoutB,Method1,33.0,Skirt Cotton L,Skirt,Cotton,L,Spring,0.3
PRD00289,SupplierF,LayoutC,Method2,26.0,Pants Polyester M,Pants,Polyester,M,Winter,0.34
PRD00288,SupplierC,LayoutC,Method1,34.0,Skirt Cotton M,Skirt,Cotton,M,Spring,0.3
PRD00287,SupplierA,LayoutC,Method2,23.0,Dress Polyester L,Dress,Polyester,L,Summer,0.44
PRD00286,SupplierF,LayoutB,Method1,27.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.2
PRD00285,SupplierB,LayoutB,Method2,24.0,Skirt Cotton S,Skirt,Cotton,S,Spring,0.21
PRD00284,SupplierD,LayoutA,Method3,36.0,Shirt Linen S,Shirt,Linen,S,Spring,0.17
PRD00283,SupplierA,LayoutB,Method3,14.0,Jacket Silk L,Jacket,Silk,L,Summer,0.55
PRD00282,SupplierA,LayoutC,Method1,20.0,Pants Cotton XL,Pants,Cotton,XL,Spring,0.34
PRD00301,SupplierC,LayoutB,Method3,12.5,Shirt Silk L,Shirt,Silk,L,Winter,0.12
PRD00300,SupplierA,LayoutB,Method3,32.0,Shirt Linen S,Shirt,Linen,S,Winter,0.18
PRD00299,SupplierB,LayoutC,Method1,14.0,Suit Cotton L,Suit,Cotton,L,Spring,0.91
PRD00298,SupplierE,LayoutB,Method2,21.0,Pants Cotton M,Pants,Cotton,M,Summer,0.42
PRD00297,SupplierB,LayoutB,Method3,30.0,Sweater Silk L,Sweater,Silk,L,Spring,0.39
PRD00296,SupplierF,LayoutD,Method2,11.0,Dress Denim S,Dress,Denim,S,Summer,0.63
PRD00295,SupplierA,LayoutB,Method2,49.0,Shirt Polyester M,Shirt,Polyester,M,Winter,0.17
PRD00294,SupplierH,LayoutE,Method3,5.0,Jacket Wool XL,Jacket,Wool,XL,Spring,1.05
PRD00293,SupplierF,LayoutA,Method1,43.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Spring,0.13
PRD00292,SupplierG,LayoutB,Method1,34.0,Shirt Cotton L,Shirt,Cotton,L,Winter,0.19
PRD00311,SupplierC,LayoutC,Method2,12.0,Jacket Denim M,Jacket,Denim,M,Summer,0.92
PRD00310,SupplierC,LayoutB,Method1,22.0,Pants Cotton L,Pants,Cotton,L,Winter,0.41
PRD00309,SupplierA,LayoutA,Method3,32.0,T-Shirt Silk M,T-Shirt,Silk,M,Autumn,0.1
PRD00308,SupplierA,LayoutC,Method2,25.0,Pants Cotton S,Pants,Cotton,S,Summer,0.42
PRD00307,SupplierA,LayoutB,Method3,33.0,Dress Silk M,Dress,Silk,M,Summer,0.34
PRD00306,SupplierE,LayoutD,Method3,8.0,Hoodie Wool L,Hoodie,Wool,L,Autumn,1.04
PRD00305,SupplierA,LayoutC,Method2,18.0,Sweater Cotton L,Sweater,Cotton,L,Winter,0.81
PRD00304,SupplierB,LayoutC,Method2,12.0,Suit Denim XS,Suit,Denim,XS,Spring,0.99
PRD00303,SupplierH,LayoutB,Method2,32.0,Skirt Cotton L,Skirt,Cotton,L,Winter,0.3
PRD00302,SupplierB,LayoutB,Method2,33.0,Skirt Linen M,Skirt,Linen,M,Autumn,0.27
PRD00321,SupplierA,LayoutC,Method2,20.0,Skirt Polyester L,Skirt,Polyester,L,Winter,0.25
PRD00320,SupplierA,LayoutB,Method2,22.0,Pants Cotton XL,Pants,Cotton,XL,Winter,0.42
PRD00319,SupplierC,LayoutA,Method3,33.0,Shirt Wool S,Shirt,Wool,S,Spring,0.24
PRD00318,SupplierB,LayoutB,Method1,31.0,Shirt Cotton L,Shirt,Cotton,L,Winter,0.16
PRD00317,SupplierE,LayoutD,Method2,18.0,Jacket Polyester L,Jacket,Polyester,L,Summer,0.62
PRD00316,SupplierD,LayoutE,Method1,9.0,Coat Polyester XS,Coat,Polyester,XS,Spring,1.02
PRD00315,SupplierA,LayoutB,Method3,26.0,T-Shirt Wool M,T-Shirt,Wool,M,Summer,0.21
PRD00314,SupplierC,LayoutC,Method1,32.0,Shorts Cotton XL,Shorts,Cotton,XL,Summer,0.29
PRD00313,SupplierG,LayoutB,Method2,31.0,Shirt Denim M,Shirt,Denim,M,Summer,0.21
PRD00312,SupplierB,LayoutA,Method1,21.0,Shirt Cotton M,Shirt,Cotton,M,Autumn,0.2
PRD00333,SupplierC,LayoutA,Method1,42.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.17
PRD00332,SupplierE,LayoutC,Method1,11.0,Sweater Polyester L,Sweater,Polyester,L,Summer,0.58
PRD00331,SupplierF,LayoutC,Method3,11.0,Jacket Wool S,Jacket,Wool,S,Summer,0.89
PRD00330,SupplierC,LayoutB,Method3,28.0,Pants Silk L,Pants,Silk,L,Summer,0.32
PRD00329,SupplierC,LayoutC,Method2,18.0,Jacket Polyester M,Jacket,Polyester,M,Summer,0.57
PRD00328,SupplierC,LayoutD,Method2,8.0,Suit Cotton L,Suit,Cotton,L,Winter,1.02
PRD00327,SupplierC,LayoutA,Method1,28.0,Skirt Polyester S,Skirt,Polyester,S,Winter,0.24
PRD00326,SupplierB,LayoutD,Method1,19.0,Sweater Cotton M,Sweater,Cotton,M,Autumn,0.76
PRD00325,SupplierA,LayoutB,Method2,27.0,Shorts Cotton S,Shorts,Cotton,S,Winter,0.34
PRD00324,SupplierF,LayoutC,Method2,24.0,Pants Cotton L,Pants,Cotton,L,Winter,0.35
PRD00323,SupplierA,LayoutE,Method2,6.0,Suit Denim M,Suit,Denim,M,Autumn,1.02
PRD00322,SupplierA,LayoutE,Method2,6.0,Coat Cotton M,Coat,Cotton,M,Winter,1.41
PRD00345,SupplierC,LayoutB,Method3,14.0,Jacket Silk L,Jacket,Silk,L,Summer,0.52
PRD00344,SupplierD,LayoutE,Method3,8.0,Jacket Wool S,Jacket,Wool,S,Winter,1.07
PRD00343,SupplierA,LayoutA,Method2,27.0,Shirt Cotton M,Shirt,Cotton,M,Spring,0.21
PRD00342,SupplierC,LayoutC,Method1,29.0,Dress Polyester M,Dress,Polyester,M,Autumn,0.39
PRD00341,SupplierA,LayoutB,Method1,14.0,Dress Cotton XL,Dress,Cotton,XL,Winter,0.55
PRD00340,SupplierA,LayoutA,Method3,49.0,Shirt Silk XL,Shirt,Silk,XL,Winter,0.14
PRD00339,SupplierA,LayoutC,Method2,31.0,Dress Cotton M,Dress,Cotton,M,Spring,0.45
PRD00338,SupplierG,LayoutD,Method1,8.0,Coat Polyester XS,Coat,Polyester,XS,Winter,1.07
PRD00337,SupplierA,LayoutA,Method2,34.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Summer,0.16
PRD00336,SupplierB,LayoutA,Method2,35.0,Shirt Linen M,Shirt,Linen,M,Autumn,0.16
PRD00335,SupplierA,LayoutB,Method2,22.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.22
PRD00334,SupplierF,LayoutB,Method3,32.0,Shirt Wool M,Shirt,Wool,M,Winter,0.24
PRD00355,SupplierC,LayoutB,Method2,39.0,Shirt Polyester XL,Shirt,Polyester,XL,Autumn,0.13
PRD00354,SupplierD,LayoutA,Method2,26.0,Shirt Linen L,Shirt,Linen,L,Winter,0.2
PRD00353,SupplierA,LayoutD,Method1,9.0,Suit Cotton M,Suit,Cotton,M,Summer,1.22
PRD00352,SupplierH,LayoutB,Method3,21.0,T-Shirt Wool M,T-Shirt,Wool,M,Summer,0.21
PRD00351,SupplierA,LayoutB,Method1,34.0,Dress Polyester M,Dress,Polyester,M,Spring,0.39
PRD00350,SupplierA,LayoutC,Method2,12.0,Suit Polyester M,Suit,Polyester,M,Summer,0.88
PRD00349,SupplierB,LayoutC,Method2,16.0,Jacket Polyester XL,Jacket,Polyester,XL,Winter,0.59
PRD00348,SupplierC,LayoutB,Method3,49.0,Shirt Silk S,Shirt,Silk,S,Spring,0.16
PRD00347,SupplierB,LayoutC,Method2,14.0,Suit Polyester M,Suit,Polyester,M,Autumn,0.77
PRD00346,SupplierC,LayoutC,Method1,19.0,Suit Polyester M,Suit,Polyester,M,Spring,0.68
PRD00366,SupplierA,LayoutD,Method1,9.0,Jacket Cotton L,Jacket,Cotton,L,Spring,1.01
PRD00365,SupplierE,LayoutC,Method2,20.0,Shorts Cotton S,Shorts,Cotton,S,Winter,0.32
PRD00364,SupplierC,LayoutA,Method3,24.0,Skirt Silk XL,Skirt,Silk,XL,Summer,0.2
PRD00363,SupplierC,LayoutD,Method2,18.0,Dress Denim M,Dress,Denim,M,Autumn,0.77
PRD00362,SupplierC,LayoutD,Method3,12.0,Suit Silk M,Suit,Silk,M,Summer,0.77
PRD00361,SupplierA,LayoutC,Method3,20.0,Jacket Silk XL,Jacket,Silk,XL,Winter,0.48
PRD00360,SupplierB,LayoutA,Method2,34.0,Skirt Polyester M,Skirt,Polyester,M,Autumn,0.22
PRD00359,SupplierB,LayoutC,Method2,29.0,Shorts Cotton M,Shorts,Cotton,M,Spring,0.32
PRD00358,SupplierA,LayoutC,Method2,20.0,Skirt Cotton L,Skirt,Cotton,L,Autumn,0.33
PRD00357,SupplierF,LayoutB,Method3,35.0,Shirt Linen M,Shirt,Linen,M,Summer,0.18
PRD00356,SupplierE,LayoutC,Method1,3.0,Suit Cotton L,Suit,Cotton,L,Winter,0.76
PRD00377,SupplierB,LayoutB,Method1,48.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Summer,0.16
PRD00376,SupplierD,LayoutB,Method1,33.0,Pants Polyester M,Pants,Polyester,M,Winter,0.29
PRD00375,SupplierC,LayoutC,Method2,25.0,Shirt Denim M,Shirt,Denim,M,Summer,0.25
PRD00374,SupplierH,LayoutE,Method1,8.0,Coat Polyester M,Coat,Polyester,M,Summer,1.03
PRD00373,SupplierH,LayoutA,Method1,39.0,Shirt Polyester L,Shirt,Polyester,L,Winter,0.16
PRD00372,SupplierG,LayoutA,Method3,40.0,Shirt Silk M,Shirt,Silk,M,Spring,0.13
PRD00371,SupplierE,LayoutB,Method1,20.0,Shirt Cotton S,Shirt,Cotton,S,Spring,0.23
PRD00370,SupplierF,LayoutA,Method2,37.0,Shirt Polyester M,Shirt,Polyester,M,Summer,0.16
PRD00369,SupplierE,LayoutB,Method1,46.0,Shirt Polyester XS,Shirt,Polyester,XS,Winter,0.17
PRD00368,SupplierB,LayoutB,Method2,30.0,Blouse Cotton M,Blouse,Cotton,M,Spring,0.25
PRD00367,SupplierB,LayoutB,Method3,26.0,Shorts Linen XL,Shorts,Linen,XL,Spring,0.26
PRD00389,SupplierA,LayoutB,Method3,23.0,Sweater Silk XL,Sweater,Silk,XL,Summer,0.48
PRD00388,SupplierA,LayoutC,Method2,29.0,Shirt Denim M,Shirt,Denim,M,Winter,0.3
PRD00387,SupplierD,LayoutB,Method1,20.0,Pants Cotton XL,Pants,Cotton,XL,Spring,0.37
PRD00386,SupplierG,LayoutA,Method1,34.0,T-Shirt Cotton S,T-Shirt,Cotton,S,Summer,0.14
PRD00385,SupplierB,LayoutC,Method3,34.0,Sweater Silk L,Sweater,Silk,L,Autumn,0.46
PRD00384,SupplierC,LayoutB,Method3,32.0,Blouse Silk M,Blouse,Silk,M,Summer,0.15
PRD00383,SupplierA,LayoutD,Method2,7.0,Suit Cotton M,Suit,Cotton,M,Winter,1.05
PRD00382,SupplierE,LayoutE,Method3,6.0,Coat Wool M,Coat,Wool,M,Summer,2.05
PRD00381,SupplierB,LayoutA,Method2,20.0,Shirt Linen M,Shirt,Linen,M,Autumn,0.21
PRD00380,SupplierB,LayoutB,Method2,31.0,Pants Linen L,Pants,Linen,L,Autumn,0.33
PRD00379,SupplierB,LayoutA,Method3,44.0,T-Shirt Linen M,T-Shirt,Linen,M,Autumn,0.15
PRD00378,SupplierC,LayoutB,Method2,30.0,Shirt Polyester L,Shirt,Polyester,L,Summer,0.13
PRD00399,SupplierF,LayoutC,Method2,16.0,Sweater Polyester L,Sweater,Polyester,L,Autumn,0.56
PRD00398,SupplierD,LayoutB,Method2,10.0,Jacket Polyester M,Jacket,Polyester,M,Summer,0.55
PRD00397,SupplierA,LayoutB,Method2,31.0,T-Shirt Polyester S,T-Shirt,Polyester,S,Summer,0.1
PRD00396,SupplierB,LayoutC,Method3,20.0,Shorts Wool M,Shorts,Wool,M,Summer,0.38
PRD00395,SupplierE,LayoutC,Method1,25.0,Pants Cotton XS,Pants,Cotton,XS,Winter,0.4
PRD00394,SupplierG,LayoutB,Method2,41.0,T-Shirt Polyester L,T-Shirt,Polyester,L,Summer,0.1
PRD00393,SupplierG,LayoutD,Method2,13.0,Jacket Polyester M,Jacket,Polyester,M,Summer,0.67
PRD00392,SupplierG,LayoutD,Method2,12.0,Jacket Polyester XS,Jacket,Polyester,XS,Summer,0.61
PRD00391,SupplierB,LayoutC,Method3,15.0,Hoodie Silk M,Hoodie,Silk,M,Summer,0.58
PRD00390,SupplierD,LayoutB,Method3,37.0,T-Shirt Silk XS,T-Shirt,Silk,XS,Winter,0.1
PRD00410,SupplierB,LayoutB,Method1,41.0,Shirt Cotton M,Shirt,Cotton,M,Autumn,0.18
PRD00409,SupplierA,LayoutB,Method2,49.0,Blouse Polyester L,Blouse,Polyester,L,Summer,0.19
PRD00408,SupplierA,LayoutB,Method2,39.0,Shirt Polyester M,Shirt,Polyester,M,Autumn,0.15
PRD00407,SupplierC,LayoutC,Method2,12.0,Jacket Cotton XL,Jacket,Cotton,XL,Winter,0.87
PRD00406,SupplierD,LayoutC,Method2,23.0,Blouse Cotton M,Blouse,Cotton,M,Summer,0.25
PRD00405,SupplierF,LayoutB,Method2,14.0,Pants Denim M,Pants,Denim,M,Winter,0.5
PRD00404,SupplierD,LayoutB,Method1,36.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Summer,0.15
PRD00403,SupplierC,LayoutB,Method2,15.0,Dress Cotton XL,Dress,Cotton,XL,Summer,0.57
PRD00402,SupplierB,LayoutB,Method2,21.0,Blouse Cotton M,Blouse,Cotton,M,Spring,0.23
PRD00401,SupplierH,LayoutB,Method1,24.0,Shirt Cotton L,Shirt,Cotton,L,Autumn,0.22
PRD00400,SupplierE,LayoutC,Method2,14.0,Sweater Polyester L,Sweater,Polyester,L,Winter,0.64
PRD00421,SupplierC,LayoutA,Method2,37.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Winter,0.15
PRD00420,SupplierB,LayoutB,Method1,14.0,Sweater Polyester M,Sweater,Polyester,M,Autumn,0.59
PRD00419,SupplierA,LayoutD,Method2,5.0,Coat Polyester L,Coat,Polyester,L,Winter,1.2
PRD00418,SupplierA,LayoutB,Method1,21.0,Pants Cotton XL,Pants,Cotton,XL,Summer,0.4
PRD00417,SupplierB,LayoutB,Method3,29.0,Pants Wool L,Pants,Wool,L,Summer,0.49
PRD00416,SupplierD,LayoutD,Method3,11.0,Jacket Linen S,Jacket,Linen,S,Spring,0.81
PRD00415,SupplierB,LayoutE,Method2,4.0,Suit Denim L,Suit,Denim,L,Summer,1.25
PRD00414,SupplierB,LayoutC,Method2,27.0,Skirt Cotton M,Skirt,Cotton,M,Winter,0.26
PRD00413,SupplierG,LayoutB,Method1,27.0,Shorts Cotton L,Shorts,Cotton,L,Winter,0.33
PRD00412,SupplierB,LayoutB,Method2,27.0,Shorts Linen L,Shorts,Linen,L,Winter,0.3
PRD00411,SupplierC,LayoutB,Method2,32.0,Pants Linen S,Pants,Linen,S,Summer,0.37
PRD00433,SupplierG,LayoutC,Method1,12.0,Suit Polyester M,Suit,Polyester,M,Summer,0.94
PRD00432,SupplierA,LayoutC,Method2,13.0,Sweater Cotton M,Sweater,Cotton,M,Summer,0.7
PRD00431,SupplierA,LayoutA,Method1,34.0,Shirt Cotton XL,Shirt,Cotton,XL,Summer,0.21
PRD00430,SupplierE,LayoutA,Method3,26.0,Shirt Linen XS,Shirt,Linen,XS,Spring,0.2
PRD00429,SupplierA,LayoutC,Method1,19.0,Jacket Cotton S,Jacket,Cotton,S,Summer,0.76
PRD00428,SupplierG,LayoutA,Method3,31.0,Blouse Linen XS,Blouse,Linen,XS,Autumn,0.22
PRD00427,SupplierG,LayoutC,Method2,19.0,Jacket Cotton M,Jacket,Cotton,M,Summer,0.84
PRD00426,SupplierB,LayoutB,Method2,31.0,Skirt Linen M,Skirt,Linen,M,Summer,0.25
PRD00425,SupplierF,LayoutA,Method2,29.0,Shirt Linen XL,Shirt,Linen,XL,Summer,0.2
PRD00424,SupplierF,LayoutC,Method1,25.0,Dress Cotton M,Dress,Cotton,M,Summer,0.44
PRD00423,SupplierC,LayoutA,Method2,48.0,Shirt Polyester M,Shirt,Polyester,M,Summer,0.17
PRD00422,SupplierA,LayoutA,Method2,44.0,T-Shirt Polyester L,T-Shirt,Polyester,L,Autumn,0.11
PRD00442,SupplierF,LayoutC,Method2,19.0,Hoodie Linen M,Hoodie,Linen,M,Autumn,0.8
PRD00441,SupplierE,LayoutA,Method3,3.0,Shirt Wool S,Shirt,Wool,S,Autumn,0.23
PRD00440,SupplierF,LayoutA,Method1,29.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.23
PRD00439,SupplierD,LayoutD,Method1,4.0,Coat Polyester S,Coat,Polyester,S,Spring,1.27
PRD00438,SupplierG,LayoutA,Method1,35.0,T-Shirt Polyester L,T-Shirt,Polyester,L,Winter,0.14
PRD00437,SupplierA,LayoutA,Method2,25.0,Shirt Cotton M,Shirt,Cotton,M,Spring,0.2
PRD00436,SupplierC,LayoutE,Method1,7.0,Coat Cotton L,Coat,Cotton,L,Winter,1.16
PRD00435,SupplierC,LayoutA,Method3,45.0,Shirt Silk L,Shirt,Silk,L,Autumn,0.13
PRD00434,SupplierB,LayoutA,Method2,36.0,Shirt Polyester L,Shirt,Polyester,L,Autumn,0.18
PRD00452,SupplierC,LayoutB,Method2,25.0,Skirt Denim XL,Skirt,Denim,XL,Summer,0.42
PRD00451,SupplierB,LayoutA,Method3,49.0,T-Shirt Wool L,T-Shirt,Wool,L,Winter,0.18
PRD00450,SupplierA,LayoutB,Method2,23.0,Shirt Denim XL,Shirt,Denim,XL,Summer,0.25
PRD00449,SupplierD,LayoutC,Method2,11.0,Jacket Polyester M,Jacket,Polyester,M,Summer,0.68
PRD00448,SupplierC,LayoutC,Method3,15.0,Sweater Wool S,Sweater,Wool,S,Autumn,0.98
PRD00447,SupplierA,LayoutE,Method2,4.0,Hoodie Cotton S,Hoodie,Cotton,S,Autumn,1.07
PRD00446,SupplierA,LayoutC,Method3,26.0,Shorts Wool L,Shorts,Wool,L,Summer,0.42
PRD00445,SupplierE,LayoutA,Method2,45.0,T-Shirt Cotton S,T-Shirt,Cotton,S,Autumn,0.16
PRD00444,SupplierE,LayoutD,Method2,5.0,Jacket Denim L,Jacket,Denim,L,Winter,1.07
PRD00443,SupplierA,LayoutC,Method3,19.0,Jacket Silk M,Jacket,Silk,M,Summer,0.55
PRD00462,SupplierA,LayoutD,Method2,10.0,Suit Polyester S,Suit,Polyester,S,Summer,0.76
PRD00461,SupplierA,LayoutA,Method1,34.0,Shirt Polyester M,Shirt,Polyester,M,Summer,0.16
PRD00460,SupplierA,LayoutA,Method2,48.0,Shirt Polyester M,Shirt,Polyester,M,Winter,0.15
PRD00459,SupplierC,LayoutA,Method2,30.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.2
PRD00458,SupplierB,LayoutB,Method2,17.0,Dress Cotton M,Dress,Cotton,M,Autumn,0.5
PRD00457,SupplierE,LayoutA,Method1,30.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.2
PRD00456,SupplierA,LayoutC,Method2,24.0,Dress Polyester L,Dress,Polyester,L,Summer,0.43
PRD00455,SupplierG,LayoutA,Method3,40.0,Shirt Linen L,Shirt,Linen,L,Summer,0.17
PRD00454,SupplierA,LayoutB,Method3,49.0,Blouse Silk L,Blouse,Silk,L,Winter,0.16
PRD00453,SupplierC,LayoutD,Method3,15.0,Jacket Linen L,Jacket,Linen,L,Spring,0.73
PRD00472,SupplierA,LayoutA,Method3,23.0,Shorts Silk S,Shorts,Silk,S,Autumn,0.2
PRD00471,SupplierB,LayoutB,Method2,41.0,Shirt Polyester M,Shirt,Polyester,M,Autumn,0.14
PRD00470,SupplierA,LayoutB,Method2,29.0,Shorts Polyester S,Shorts,Polyester,S,Summer,0.25
PRD00469,SupplierD,LayoutC,Method3,25.0,Pants Linen M,Pants,Linen,M,Autumn,0.42
PRD00468,SupplierA,LayoutA,Method2,31.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Spring,0.13
PRD00467,SupplierD,LayoutC,Method1,22.0,Pants Polyester M,Pants,Polyester,M,Autumn,0.36
PRD00466,SupplierG,LayoutC,Method2,11.0,Jacket Cotton S,Jacket,Cotton,S,Winter,0.85
PRD00465,SupplierG,LayoutB,Method1,21.0,Shorts Cotton XL,Shorts,Cotton,XL,Spring,0.3
PRD00464,SupplierA,LayoutB,Method3,47.0,Skirt Silk S,Skirt,Silk,S,Summer,0.19
PRD00463,SupplierA,LayoutC,Method2,17.0,Sweater Denim M,Sweater,Denim,M,Autumn,0.85
PRD00482,SupplierA,LayoutE,Method3,9.0,Coat Wool S,Coat,Wool,S,Spring,2.04
PRD00481,SupplierD,LayoutC,Method2,15.0,Suit Cotton L,Suit,Cotton,L,Spring,0.79
PRD00480,SupplierH,LayoutB,Method1,17.0,Dress Cotton M,Dress,Cotton,M,Autumn,0.52
PRD00479,SupplierA,LayoutB,Method2,24.0,Shorts Polyester S,Shorts,Polyester,S,Summer,0.24
PRD00478,SupplierC,LayoutB,Method2,0.0,Skirt Cotton L,Skirt,Cotton,L,Spring,0.3
PRD00477,SupplierF,LayoutB,Method2,23.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.21
PRD00476,SupplierG,LayoutD,Method2,14.0,Hoodie Polyester L,Hoodie,Polyester,L,Spring,0.67
PRD00475,SupplierA,LayoutC,Method3,17.0,Dress Wool M,Dress,Wool,M,Summer,0.7
PRD00474,SupplierA,LayoutA,Method2,34.0,Blouse Cotton S,Blouse,Cotton,S,Autumn,0.21
PRD00473,SupplierB,LayoutB,Method3,30.0,Shirt Linen S,Shirt,Linen,S,Autumn,0.15
PRD00490,SupplierB,LayoutA,Method2,29.0,Blouse Cotton S,Blouse,Cotton,S,Winter,0.24
PRD00489,SupplierA,LayoutB,Method1,21.0,Shorts Polyester L,Shorts,Polyester,L,Autumn,0.26
PRD00488,SupplierD,LayoutC,Method2,10.0,Pants Denim L,Pants,Denim,L,Winter,0.51
PRD00487,SupplierB,LayoutB,Method2,33.0,Shirt Cotton M,Shirt,Cotton,M,Spring,0.2
PRD00486,SupplierH,LayoutA,Method2,34.0,Blouse Linen M,Blouse,Linen,M,Summer,0.21
PRD00485,SupplierE,LayoutB,Method2,21.0,Skirt Cotton L,Skirt,Cotton,L,Winter,0.31
PRD00484,SupplierD,LayoutC,Method1,10.0,Suit Cotton M,Suit,Cotton,M,Winter,0.95
PRD00483,SupplierC,LayoutB,Method2,25.0,Dress Linen L,Dress,Linen,L,Spring,0.45
PRD00500,SupplierB,LayoutD,Method1,7.0,Hoodie Cotton M,Hoodie,Cotton,M,Spring,1.01
PRD00499,SupplierG,LayoutC,Method2,14.0,Hoodie Cotton L,Hoodie,Cotton,L,Spring,0.79
PRD00498,SupplierA,LayoutB,Method1,46.0,Shirt Polyester XS,Shirt,Polyester,XS,Autumn,0.15
PRD00497,SupplierE,LayoutB,Method2,27.0,Skirt Polyester M,Skirt,Polyester,M,Spring,0.25
PRD00496,SupplierE,LayoutC,Method1,11.0,Jacket Cotton XL,Jacket,Cotton,XL,Summer,0.76
PRD00495,SupplierA,LayoutB,Method2,33.0,Dress Polyester L,Dress,Polyester,L,Autumn,0.41
PRD00494,SupplierE,LayoutB,Method2,36.0,Shirt Cotton M,Shirt,Cotton,M,Winter,0.16
PRD00493,SupplierA,LayoutB,Method2,34.0,Pants Cotton S,Pants,Cotton,S,Summer,0.39
PRD00492,SupplierF,LayoutE,Method1,6.0,Suit Cotton S,Suit,Cotton,S,Autumn,1.04
PRD00491,SupplierA,LayoutB,Method1,29.0,Dress Cotton XL,Dress,Cotton,XL,Autumn,0.45
